Indice,Ubigeo,Departamento,Provincia,Distrito,Poblacion_proyectada2020,Intervalo_inferior,Intervalo_superior,Grupo_robusto,Ubicacion_pobreza_monetaria
622,210204,PUNO,AZÁNGARO,ASILLO,14758,32.1,52.8,9,622
623,130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,903,30.2,54.7,9,623
624,160509,LORETO,REQUENA,TAPICHE,952,29.4,55.4,9,624
625,60806,CAJAMARCA,JAEN,LAS PIRIAS,4643,33.1,51.7,9,625
626,220709,SAN MARTÍN,PICOTA,TINGO DE PONASA,3888,27.6,57.2,9,626
627,160506,LORETO,REQUENA,PUINAHUA,4617,31.6,53.2,9,627
628,160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVE,2616,30.8,53.9,9,628
629,80807,CUSCO,ESPINAR,SUYCKUTAMBO,1566,28.0,56.7,9,629
630,210803,PUNO,MELGAR,CUPI,2031,30.1,54.6,9,630
631,210804,PUNO,MELGAR,LLALLI,2513,30.1,54.6,9,631
632,50509,AYACUCHO,LA MAR,SAMUGARI,10997,31.8,52.9,9,632
633,10504,AMAZONAS,LUYA,COLCAMAR,1933,34.0,50.7,9,633
634,51007,AYACUCHO,VICTOR FAJARDO,COLCA,1020,28.6,56.0,9,634
635,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,40171,34.6,50.0,9,635
636,50911,AYACUCHO,SUCRE,SORAS,1017,25.8,58.7,9,636
637,50619,AYACUCHO,LUCANAS,SANCOS,4869,28.4,56.2,9,637
638,10302,AMAZONAS,BONGARÁ,CHISQUILLA,319,31.2,53.3,9,638
639,40804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,1867,27.3,57.1,9,639
640,101101,HUÁNUCO,YAROWILCA,CHAVINILLO,4570,27.1,57.2,9,640
641,20503,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,1020,30.0,54.2,9,641
642,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,21685,34.0,50.3,9,642
643,130604,LA LIBERTAD,OTUZCO,CHARAT,2574,31.4,52.8,9,643
644,80201,CUSCO,ACOMAYO,ACOMAYO,4616,30.1,54.0,9,644
645,20605,ÁNCASH,CARHUAZ,ATAQUERO,1617,27.6,56.4,9,645
646,101103,HUÁNUCO,YAROWILCA,CHACABAMBA,898,26.9,56.7,9,646
647,100207,HUÁNUCO,AMBO,SAN RAFAEL,8772,28.1,55.4,9,647
648,30505,APURÍMAC,COTABAMBAS,MARA,6127,29.7,53.8,9,648
649,21102,ÁNCASH,HUARMEY,COCHAPETI,814,28.1,55.3,9,649
650,30402,APURÍMAC,AYMARAES,CAPAYA,593,27.8,55.5,9,650
651,160301,LORETO,LORETO,NAUTA,33520,33.4,49.9,9,651
652,22008,ÁNCASH,YUNGAY,YANAMA,5361,31.1,52.1,9,652
653,80803,CUSCO,ESPINAR,COPORAQUE,9824,26.0,57.2,9,653
654,21002,ÁNCASH,HUARI,ANRA,1414,28.1,55.1,9,654
655,80407,CUSCO,CALCA,TARAY,4880,27.7,55.4,9,655
656,40306,AREQUIPA,CARAVELÍ,CAHUACHO,609,27.2,55.9,9,656
657,50611,AYACUCHO,LUCANAS,LUCANAS,2703,30.0,52.9,9,657
658,200111,PIURA,PIURA,LAS LOMAS,29241,28.1,54.9,9,658
659,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,13703,32.8,50.1,9,659
660,51102,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,851,25.0,57.7,9,660
661,30713,APURÍMAC,GRAU,VIRUNDO,643,26.6,56.1,9,661
662,22004,ÁNCASH,YUNGAY,MATACOTO,1522,27.9,54.8,9,662
663,80913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,2369,27.6,55.1,9,663
664,30108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,2490,28.7,53.9,9,664
665,120502,JUNÍN,JUNÍN,CARHUAMAYO,6554,22.2,60.3,9,665
666,100103,HUÁNUCO,HUÁNUCO,CHINCHAO,13159,32.0,50.5,9,666
667,90207,HUANCAVELICA,ACOBAMBA,POMACOCHA,2873,25.2,57.1,9,667
668,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,803,31.4,50.7,9,668
669,10120,AMAZONAS,CHACHAPOYAS,SOLOCO,1261,32.0,50.1,9,669
670,40402,AREQUIPA,CASTILLA,ANDAGUA,1010,28.4,53.5,9,670
671,21205,ÁNCASH,HUAYLAS,MATO,1967,30.5,51.5,9,671
672,120417,JUNÍN,JAUJA,MASMA CHICCHE,742,28.9,52.9,9,672
673,120426,JUNÍN,JAUJA,POMACANCHA,1382,28.9,52.9,9,673
674,120427,JUNÍN,JAUJA,RICRÁN,1236,28.9,52.9,9,674
675,80504,CUSCO,CANAS,LANGUI,2104,27.8,53.9,9,675
676,80207,CUSCO,ACOMAYO,SANGARARA,3404,26.3,55.4,9,676
677,210106,PUNO,PUNO,CHUCUITO,7380,28.3,53.4,9,677
678,30413,APURÍMAC,AYMARAES,SORAYA,736,26.8,54.8,9,678
679,210108,PUNO,PUNO,HUATA,2904,26.5,55.1,9,679
680,40505,AREQUIPA,CAYLLOMA,CAYLLOMA,3688,27.1,54.4,9,680
681,50616,AYACUCHO,LUCANAS,SAN JUAN,994,24.8,56.7,9,681
682,200409,PIURA,MORROPON,SANTO DOMINGO,6029,28.4,53.1,9,682
683,20901,ÁNCASH,CORONGO,CORONGO,1790,29.2,52.3,9,683
684,210602,PUNO,HUANCANÉ,COJATA,4007,25.0,56.4,9,684
685,200108,PIURA,PIURA,EL TALLÁN,5628,27.3,54.1,9,685
686,210802,PUNO,MELGAR,ANTAUTA,5770,28.3,53.1,9,686
687,51106,AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,1095,23.9,57.4,9,687
688,90310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPAR,2429,28.5,52.8,9,688
689,90311,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,1513,28.5,52.8,9,689
690,30502,APURÍMAC,COTABAMBAS,COTABAMBAS,4052,27.2,54.0,9,690
691,21015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,2694,28.6,52.5,9,691
692,210501,PUNO,EL COLLAO,ILAVE,48729,33.8,47.2,9,692
693,20107,ÁNCASH,HUARAZ,LA LIBERTAD,1110,26.6,54.3,9,693
694,21011,ÁNCASH,HUARI,PONTO,2725,28.4,52.4,9,694
695,90411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,834,28.1,52.7,9,695
696,30404,APURÍMAC,AYMARAES,CHAPIMARCA,1907,27.1,53.7,9,696
697,20103,ÁNCASH,HUARAZ,COLCABAMBA,274,29.0,51.7,9,697
698,20111,ÁNCASH,HUARAZ,PIRA,3489,29.0,51.7,9,698
699,80602,CUSCO,CANCHIS,CHECACUPE,5217,26.8,53.8,9,699
700,81005,CUSCO,PARURO,HUANOQUITE,5078,26.5,54.0,9,700
701,20202,ÁNCASH,AIJA,CORIS,1649,27.4,53.0,9,701
702,10506,AMAZONAS,LUYA,INGUILPATA,486,28.3,52.1,9,702
703,30403,APURÍMAC,AYMARAES,CARAYBAMBA,919,26.6,53.8,9,703
704,90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,3201,25.8,54.5,9,704
705,200406,PIURA,MORROPON,SALITRAL,9086,26.3,53.9,9,705
706,22006,ÁNCASH,YUNGAY,RANRAHIRCA,2964,27.3,52.9,9,706
707,160704,LORETO,DATEM DEL MARAÑÓ,MORONA,4557,31.0,49.2,9,707
708,21016,ÁNCASH,HUARI,UCO,1293,27.7,52.5,9,708
709,20306,ÁNCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,1152,28.1,52.0,9,709
710,90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,1807,29.3,50.8,9,710
711,90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1706,29.3,50.8,9,711
712,10522,AMAZONAS,LUYA,TINGO,1375,31.0,49.0,9,712
713,210608,PUNO,HUANCANÉ,VILQUE CHICO,7490,29.2,50.8,9,713
714,40805,AREQUIPA,LA UNIÓN,PAMPAMARCA,1106,27.8,52.2,9,714
715,100508,HUÁNUCO,HUAMALIES,PUNCHAO,1976,25.2,54.7,9,715
716,51108,AYACUCHO,VILCAS HUAMÁN,VISCHONGO,3912,25.2,54.7,9,716
717,40406,AREQUIPA,CASTILLA,CHOCO,666,24.5,55.4,9,717
718,21410,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,452,25.9,54.0,9,718
719,80403,CUSCO,CALCA,LAMAY,5967,28.0,51.9,9,719
720,180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTÓBAL,1588,25.2,54.7,9,720
721,50802,AYACUCHO,PAUCAR DEL SARA SA,COLTA,440,24.0,55.9,9,721
722,80406,CUSCO,CALCA,SAN SALVADOR,6175,27.9,51.9,9,722
723,210902,PUNO,MOHO,CONIMA,3263,29.1,50.6,9,723
724,210904,PUNO,MOHO,TILALI,2512,29.1,50.6,9,724
725,210203,PUNO,AZÁNGARO,ARAPA,7130,28.6,51.0,9,725
726,210205,PUNO,AZÁNGARO,CAMINACA,2980,28.6,51.0,9,726
727,210213,PUNO,AZÁNGARO,SAN JUAN DE SALINAS,2875,28.6,51.0,9,727
728,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,4604,30.9,48.7,9,728
729,50806,AYACUCHO,PAUCAR DEL SARA SA,OYOLO,1647,24.2,55.1,9,729
730,210401,PUNO,CHUCUITO,JULI,20420,25.6,53.7,9,730
731,20204,ÁNCASH,AIJA,LA MERCED,1517,26.4,52.9,9,731
732,90503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,1889,27.3,51.9,9,732
733,50621,AYACUCHO,LUCANAS,SANTA LUCÍA,1455,24.1,55.2,9,733
734,220202,SAN MARTÍN,BELLAVISTA,ALTO BIAVO,9595,21.8,57.3,9,734
735,61102,CAJAMARCA,SAN MIGUEL,BOLÍVAR,1310,30.4,48.6,9,735
736,10609,AMAZONAS,RODRIGUEZ DE MEND,OMIA,10028,31.1,47.9,9,736
737,160801,LORETO,PUTUMAYO,PUTUMAYO,4384,28.6,50.4,10,737
738,30102,APURÍMAC,ABANCAY,CHACOCHE,1437,25.6,53.4,10,738
739,60414,CAJAMARCA,CHOTA,PION,1222,28.7,50.2,10,739
740,30410,APURÍMAC,AYMARAES,POCOHUANCA,1041,25.8,53.1,10,740
741,80102,CUSCO,CUSCO,CCORCA,2405,24.6,54.2,10,741
742,21704,ÁNCASH,RECUAY,HUAYLLAPAMPA,580,25.3,53.4,10,742
743,50707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVAC,518,23.1,55.6,10,743
744,30407,APURÍMAC,AYMARAES,HUAYLLO,453,25.9,52.7,10,744
745,40405,AREQUIPA,CASTILLA,CHILCAYMARCA,1034,24.2,54.4,10,745
746,40803,AREQUIPA,LA UNIÓN,CHARCANA,586,23.9,54.7,10,746
747,80604,CUSCO,CANCHIS,MARANGANI,10399,25.8,52.8,10,747
748,50606,AYACUCHO,LUCANAS,CHIPAO,2443,27.6,50.9,10,748
749,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1534,30.6,47.9,10,749
750,90412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,691,25.3,53.1,10,750
751,210601,PUNO,HUANCANÉ,HUANCANÉ,19050,27.7,50.7,10,751
752,81003,CUSCO,PARURO,CCAPI,3121,28.6,49.7,10,752
753,81007,CUSCO,PARURO,PACCARITAMBO,2092,28.6,49.7,10,753
754,10104,AMAZONAS,CHACHAPOYAS,CHETO,702,27.9,50.4,10,754
755,30604,APURÍMAC,CHINCHEROS,HUACCANA,6711,27.6,50.7,10,755
756,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,17772,28.6,49.4,10,756
757,30405,APURÍMAC,AYMARAES,COLCABAMBA,712,24.8,53.2,10,757
758,90612,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,1148,24.4,53.5,10,758
759,40604,AREQUIPA,CONDESUYOS,CHICHAS,673,22.2,55.7,10,759
760,220303,SAN MARTÍN,EL DORADO,SAN MARTÍN,13096,23.2,54.7,10,760
761,50503,AYACUCHO,LA MAR,AYNA,9995,27.8,50.1,10,761
762,150715,LIMA,HUAROCHIRI,SAN ANDRÉS DE TUPICOCH,1321,26.0,51.9,10,762
763,50609,AYACUCHO,LUCANAS,LEONCIO PRADO,1095,25.4,52.5,10,763
764,30602,APURÍMAC,CHINCHEROS,ANCO-HUALLO,10695,27.1,50.7,10,764
765,80708,CUSCO,CHUMBIVILCAS,VELILLE,8472,26.1,51.4,10,765
766,200404,PIURA,MORROPON,LA MATANZA,15047,24.8,52.6,10,766
767,10308,AMAZONAS,BONGARÁ,RECTA,218,25.0,52.4,10,767
768,40404,AREQUIPA,CASTILLA,CHACHAS,1643,27.4,49.9,10,768
769,30416,APURÍMAC,AYMARAES,TORAYA,1266,24.6,52.7,10,769
770,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,487,28.6,48.7,10,770
771,120411,JUNÍN,JAUJA,JANJAILLO,557,23.4,53.9,10,771
772,120433,JUNÍN,JAUJA,YAULI,1055,23.4,53.9,10,772
773,120112,JUNÍN,HUANCAYO,COLCA,1032,28.5,48.6,10,773
774,120113,JUNÍN,HUANCAYO,CULLHUAS,1308,28.5,48.6,10,774
775,120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOB,6406,28.5,48.6,10,775
776,210604,PUNO,HUANCANÉ,INCHUPALLA,2598,26.9,50.2,10,776
777,210606,PUNO,HUANCANÉ,ROSASPATA,4039,26.9,50.2,10,777
778,10202,AMAZONAS,BAGUA,ARAMANGO,10149,31.2,45.8,10,778
779,150802,LIMA,HUAURA,AMBAR,2062,23.6,53.4,10,779
780,10602,AMAZONAS,RODRIGUEZ DE MEND,CHIRIMOTO,2877,30.4,46.5,10,780
781,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,3548,26.6,50.2,10,781
782,10707,AMAZONAS,UTCUBAMBA,YAMÓN,3245,30.3,46.5,10,782
783,210704,PUNO,LAMPA,NICASIO,2419,25.0,51.6,10,783
784,210706,PUNO,LAMPA,PALCA,1725,25.0,51.6,10,784
785,81206,CUSCO,QUISPICANCHI,CUSIPATA,4661,26.4,50.2,10,785
786,120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,5233,22.6,53.9,10,786
787,120606,JUNÍN,SATIPO,PANGOA,65356,29.9,46.6,10,787
788,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,10240,25.2,51.2,10,788
789,220710,SAN MARTÍN,PICOTA,TRES UNIDOS,4134,25.2,51.2,10,789
790,90501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,5493,26.9,49.5,10,790
791,100206,HUÁNUCO,AMBO,SAN FRANCISCO,1374,26.5,49.8,10,791
792,30709,APURÍMAC,GRAU,SAN ANTONIO,271,23.2,53.0,10,792
793,160701,LORETO,DATEM DEL MARAÑÓ,BARRANCA,15950,29.1,47.1,10,793
794,90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,1909,26.5,49.7,10,794
795,30204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,5070,26.8,49.4,10,795
796,200109,PIURA,PIURA,LA ARENA,41286,23.8,52.4,10,796
797,200114,PIURA,PIURA,TAMBO GRANDE,124028,24.6,51.5,10,797
798,100317,HUÁNUCO,DOS DE MAYO,RIPAN,5324,25.7,50.4,10,798
799,100321,HUÁNUCO,DOS DE MAYO,SHUNQUI,1567,26.5,49.6,10,799
800,100323,HUÁNUCO,DOS DE MAYO,YANAS,2196,26.5,49.6,10,800
801,60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,1104,28.6,47.4,10,801
802,50113,AYACUCHO,HUAMANGA,TAMBILLO,6001,22.2,53.8,10,802
803,50108,AYACUCHO,HUAMANGA,QUINUA,5821,23.0,53.0,10,803
804,90112,HUANCAVELICA,HUANCAVELICA,MOYA,911,24.8,51.2,10,804
805,30206,APURÍMAC,ANDAHUAYLAS,HUAYANA,751,23.3,52.6,10,805
806,130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,2350,29.6,46.3,10,806
807,220206,SAN MARTÍN,BELLAVISTA,SAN RAFAEL,6257,24.2,51.7,10,807
808,20402,ÁNCASH,ASUNCION,ACOCHACA,2923,27.4,48.4,10,808
809,130801,LA LIBERTAD,PATAZ,TAYABAMBA,13862,28.2,47.5,10,809
810,190103,PASCO,PASCO,HUARIACA,6925,28.1,47.5,10,810
811,50705,AYACUCHO,PARINACOCHAS,PULLO,7191,27.1,48.5,10,811
812,90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,1497,23.4,52.2,10,812
813,120602,JUNÍN,SATIPO,COVIRIALI,6573,22.6,52.8,10,813
814,190304,PASCO,OXAPAMPA,PALCAZU,8076,29.0,46.1,10,814
815,20511,ÁNCASH,BOLOGNESI,LA PRIMAVERA,444,23.9,51.2,10,815
816,90613,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,1600,26.0,48.9,10,816
817,10703,AMAZONAS,UTCUBAMBA,CUMBA,8760,29.7,45.2,10,817
818,10605,AMAZONAS,RODRIGUEZ DE MEND,LIMABAMBA,2431,29.2,45.7,10,818
819,160802,LORETO,PUTUMAYO,ROSA PANDURO,615,23.3,51.5,10,819
820,50803,AYACUCHO,PAUCAR DEL SARA SA,CORCULLA,445,23.9,50.9,10,820
821,50808,AYACUCHO,PAUCAR DEL SARA SA,SAN JAVIER DE ALPABAMB,275,23.9,50.9,10,821
822,100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,15048,26.2,48.6,10,822
823,100702,HUÁNUCO,MARAÑÓN,CHOLON,5629,26.2,48.6,10,823
824,60902,CAJAMARCA,SAN IGNACIO,CHIRINOS,15974,28.3,46.3,10,824
825,200604,PIURA,SULLANA,LANCONES,13286,23.4,51.1,10,825
826,90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,10002,27.5,46.9,10,826
827,90711,HUANCAVELICA,TAYACAJA,PAZOS,5198,27.5,46.9,10,827
828,50701,AYACUCHO,PARINACOCHAS,CORACORA,13549,26.5,47.8,10,828
829,150302,LIMA,CAJATAMBO,COPA,847,27.6,46.7,10,829
830,150303,LIMA,CAJATAMBO,GORGOR,1612,27.6,46.7,10,830
831,210309,PUNO,CARABAYA,SAN GABÁN,8135,23.7,50.5,10,831
832,151005,LIMA,YAUYOS,AZANGARO,411,25.9,48.3,10,832
