Indice,Ubigeo,Departamento,Provincia,Distrito,Poblacion_proyectada2020,Intervalo_inferior,Intervalo_superior,Grupo_robusto,Ubicacion_pobreza_monetaria
1749,180302,MOQUEGUA,ILO,EL ALGARROBAL,7257,1.7,16.1,19,1749
1750,140104,LAMBAYEQUE,CHICLAYO,ETÉN PUERTO,2439,4.3,13.3,19,1750
1751,240101,TUMBES,TUMBES,TUMBES,113458,6.7,10.8,20,1751
1752,160101,LORETO,MAYNAS,IQUITOS,163502,6.7,10.6,20,1752
1753,110405,ICA,PALPA,TIBILLO,362,0.9,16.3,20,1753
1754,40207,AREQUIPA,CAMANA,QUILCA,1072,0.0,17.6,20,1754
1755,200704,PIURA,TALARA,LOBITOS,1384,2.1,15.0,20,1755
1756,80106,CUSCO,CUSCO,SANTIAGO,103817,4.2,12.4,20,1756
1757,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,29990,3.3,13.3,20,1757
1758,80101,CUSCO,CUSCO,CUSCO,118127,4.0,12.4,20,1758
1759,150503,LIMA,CAÑETE,CALANGO,2409,2.6,13.7,20,1759
1760,40203,AREQUIPA,CAMANA,MARÍANO NICOLÁS VALCA,8448,3.4,12.8,20,1760
1761,150101,LIMA,LIMA,LIMA,267379,6.4,9.5,20,1761
1762,150117,LIMA,LIMA,LOS OLIVOS,351983,6.3,9.5,20,1762
1763,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,118666,5.9,9.8,20,1763
1764,80105,CUSCO,CUSCO,SAN SEBASTIÁN,134182,3.6,11.8,20,1764
1765,230101,TACNA,TACNA,TACNA,104314,5.5,9.9,20,1765
1766,40313,AREQUIPA,CARAVELÍ,YAUCA,2029,3.3,12.0,20,1766
1767,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,5784,4.2,11.0,20,1767
1768,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,288360,6.0,9.0,20,1768
1769,180201,MOQUEGUA,GENERAL SÁNCHEZ CE,OMATE,3117,3.8,11.1,20,1769
1770,151033,LIMA,YAUYOS,VITIS,274,0.0,15.0,20,1770
1771,40123,AREQUIPA,AREQUIPA,TIABAYA,17023,3.5,11.4,20,1771
1772,40111,AREQUIPA,AREQUIPA,MOLLEBAYA,6998,0.8,13.9,20,1772
1773,230103,TACNA,TACNA,CALANA,3424,4.1,10.5,20,1773
1774,150138,LIMA,LIMA,SANTA MARÍA DEL MAR,1142,2.2,12.0,20,1774
1775,151013,LIMA,YAUYOS,HUAMPARA,137,0.0,15.4,20,1775
1776,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,74486,5.7,8.3,20,1776
1777,150801,LIMA,HUAURA,HUACHO,68599,4.5,9.5,21,1777
1778,230303,TACNA,JORGE BASADRE,ITE,3217,2.9,11.0,21,1778
1779,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,82900,4.6,9.3,21,1779
1780,170204,MADRE DE DIOS,MANU,HUEPETUHE,10645,3.9,9.7,21,1780
1781,110404,ICA,PALPA,SANTA CRUZ,1037,0.6,12.6,21,1781
1782,40117,AREQUIPA,AREQUIPA,SACHACA,27038,3.9,9.2,21,1782
1783,120101,JUNÍN,HUANCAYO,HUANCAYO,124294,4.4,8.7,21,1783
1784,110114,ICA,ICA,YAUCA DEL ROSARIO,1260,2.2,10.7,21,1784
1785,220910,SAN MARTÍN,SAN MARTÍN,MORALES,43287,3.4,9.4,21,1785
1786,110103,ICA,ICA,LOS AQUIJES,25686,3.3,9.5,21,1786
1787,40103,AREQUIPA,AREQUIPA,CAYMA,103140,4.3,8.5,21,1787
1788,40701,AREQUIPA,ISLAY,MOLLENDO,26453,3.5,9.3,21,1788
1789,40124,AREQUIPA,AREQUIPA,UCHUMAYO,16195,3.3,9.4,21,1789
1790,250101,UCAYALI,CORONEL PORTILLO,CALLERÍA,172052,4.5,7.9,22,1790
1791,40112,AREQUIPA,AREQUIPA,PAUCARPATA,134099,4.2,8.2,22,1791
1792,180301,MOQUEGUA,ILO,ILO,70753,4.6,7.8,22,1792
1793,40109,AREQUIPA,AREQUIPA,MARÍANO MELGAR,64442,3.6,8.7,22,1793
1794,130111,LA LIBERTAD,TRUJILLO,VÍCTOR LARCO HERRERA,78304,3.8,8.4,22,1794
1795,180106,MOQUEGUA,MARISCAL NIETO,TORATA,6753,0.9,11.2,22,1795
1796,151026,LIMA,YAUYOS,SAN JOAQUÍN,156,0.0,13.4,22,1796
1797,110503,ICA,PISCO,HUMAY,5846,2.4,9.3,22,1797
1798,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,15132,3.3,8.1,22,1798
1799,230302,TACNA,JORGE BASADRE,ILABAYA,6663,2.9,8.1,22,1799
1800,110108,ICA,ICA,SALAS,30467,2.5,8.5,22,1800
1801,150134,LIMA,LIMA,SAN LUIS,55793,3.1,7.9,22,1801
1802,40201,AREQUIPA,CAMANA,CAMANA,12677,2.2,8.6,22,1802
1803,150714,LIMA,HUAROCHIRI,RICARDO PALMA,6631,2.0,8.7,22,1803
1804,180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,9804,2.7,7.7,22,1804
1805,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,88537,3.2,7.3,22,1805
1806,110109,ICA,ICA,SAN JOSÉ DE LOS MOLINOS,7989,2.1,8.2,22,1806
1807,110401,ICA,PALPA,PALPA,8722,2.1,8.1,22,1807
1808,120114,JUNÍN,HUANCAYO,EL TAMBO,175725,3.5,6.7,22,1808
1809,150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHA,2642,1.4,8.6,22,1809
1810,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,344374,4.0,6.0,22,1810
1811,110505,ICA,PISCO,PARACAS,9011,1.8,8.1,22,1811
1812,170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,18553,2.5,7.2,22,1812
1813,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,100011,3.1,6.4,22,1813
1814,110507,ICA,PISCO,SAN CLEMENTE,28904,2.3,7.3,22,1814
1815,40122,AREQUIPA,AREQUIPA,SOCABAYA,80977,2.9,6.5,22,1815
1816,70102,CALLAO,CALLAO,BELLAVISTA,80704,2.8,6.3,22,1816
1817,110105,ICA,ICA,PACHACÚTEC,8284,1.4,7.4,22,1817
1818,110112,ICA,ICA,SUBTANJALLA,32666,1.7,7.0,22,1818
1819,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,51848,2.3,6.4,22,1819
1820,110113,ICA,ICA,TATE,5184,1.4,7.2,22,1820
1821,120810,JUNÍN,YAULI,YAULI,5471,0.6,7.9,22,1821
1822,150105,LIMA,LIMA,BREÑA,93111,2.6,5.4,23,1822
1823,40705,AREQUIPA,ISLAY,MEJIA,1240,0.1,7.9,23,1823
1824,110502,ICA,PISCO,HUANCANO,1452,0.6,7.4,23,1824
1825,40110,AREQUIPA,AREQUIPA,MIRAFLORES,63632,2.3,5.6,23,1825
1826,110504,ICA,PISCO,INDEPENDENCIA,14544,1.8,6.1,23,1826
1827,110305,ICA,NASCA,VISTA ALEGRE,24894,1.4,6.4,23,1827
1828,110202,ICA,CHINCHA,ALTO LARÁN,8891,1.5,5.9,23,1828
1829,110508,ICA,PISCO,TÚPAC AMARU INCA,19628,1.7,5.6,23,1829
1830,110402,ICA,PALPA,LLIPATA,1765,0.4,7.0,23,1830
1831,170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3468,0.8,6.0,23,1831
1832,110210,ICA,CHINCHA,SUNAMPE,33046,1.3,5.5,23,1832
1833,110206,ICA,CHINCHA,GROCIO PRADO,29052,1.2,5.5,23,1833
1834,110302,ICA,NASCA,CHANGUILLO,2175,0.5,6.2,23,1834
1835,150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,3186,0.0,6.6,23,1835
1836,110207,ICA,CHINCHA,PUEBLO NUEVO,73510,1.3,5.2,23,1836
1837,150104,LIMA,LIMA,BARRANCO,35915,1.6,4.7,23,1837
1838,110106,ICA,ICA,PARCONA,60173,1.5,4.8,23,1838
1839,110205,ICA,CHINCHA,EL CARMEN,13940,1.5,4.7,23,1839
1840,110501,ICA,PISCO,PISCO,78636,1.5,4.7,23,1840
1841,70104,CALLAO,CALLAO,LA PERLA,64454,1.5,4.7,23,1841
1842,110111,ICA,ICA,SANTIAGO,30933,1.3,4.9,23,1842
1843,110301,ICA,NASCA,NASCA,29772,1.1,4.9,23,1843
1844,110102,ICA,ICA,LA TINGUIÑA,46164,1.3,4.7,23,1844
1845,110110,ICA,ICA,SAN JUAN BAUTISTA,15527,1.2,4.6,23,1845
1846,110403,ICA,PALPA,RÍO GRANDE,2946,0.2,5.5,23,1846
1847,150141,LIMA,LIMA,SURQUILLO,100339,1.6,3.9,23,1847
1848,110506,ICA,PISCO,SAN ANDRÉS,15995,1.0,4.5,23,1848
1849,110201,ICA,CHINCHA,CHINCHA ALTA,77070,1.2,4.1,23,1849
1850,110211,ICA,CHINCHA,TAMBO DE MORA,6574,0.8,4.3,23,1850
1851,110303,ICA,NASCA,EL INGENIO,3585,0.5,4.6,23,1851
1852,110304,ICA,NASCA,MARCONA,18046,0.6,3.9,23,1852
1853,110101,ICA,ICA,ICA,168765,1.0,3.4,24,1853
1854,170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,3227,0.1,4.2,24,1854
1855,110204,ICA,CHINCHA,CHINCHA BAJA,14613,0.6,3.4,24,1855
1856,70105,CALLAO,CALLAO,LA PUNTA,3935,0.2,3.7,24,1856
1857,170203,MADRE DE DIOS,MANU,MADRE DE DIOS,6553,0.2,3.6,24,1857
1858,150136,LIMA,LIMA,SAN MIGUEL,173309,1.0,2.1,24,1858
1859,110104,ICA,ICA,OCUCAJE,5141,0.2,2.8,24,1859
1860,150116,LIMA,LIMA,LINCE,59578,0.8,2.1,24,1860
1861,40129,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y,82642,0.8,2.1,24,1861
1862,80108,CUSCO,CUSCO,WANCHAQ,61364,0.5,2.3,25,1862
1863,150140,LIMA,LIMA,SANTIAGO DE SURCO,408086,0.8,1.6,25,1863
1864,150114,LIMA,LIMA,LA MOLINA,160244,0.7,1.6,25,1864
1865,180303,MOQUEGUA,ILO,PACOCHA,4676,0.2,1.8,25,1865
1866,150120,LIMA,LIMA,MAGDALENA DEL MAR,65139,0.3,1.2,26,1866
1867,150121,LIMA,LIMA,PUEBLO LIBRE,94010,0.4,1.2,26,1867
1868,40101,AREQUIPA,AREQUIPA,AREQUIPA,54400,0.3,1.1,26,1868
1869,110107,ICA,ICA,PUEBLO NUEVO,7513,0.0,1.4,26,1869
1870,150113,LIMA,LIMA,JESÚS MARÍA,81743,0.3,0.8,26,1870
1871,150130,LIMA,LIMA,SAN BORJA,127102,0.2,0.7,26,1871
1872,40126,AREQUIPA,AREQUIPA,YANAHUARA,26354,0.1,0.6,27,1872
1873,150122,LIMA,LIMA,MIRAFLORES,108855,0.0,0.2,28,1873
1874,150131,LIMA,LIMA,SAN ISIDRO,67703,0.0,0.1,28,1874
